trial,trial_seed,success,bls_max_power,bls_best_period,bls_best_duration,bls_best_epoch,tcf_max_score,tcf_best_raw_pooled_score,tcf_best_period,tcf_best_duration,tcf_best_epoch,tcf_valid_transit_events,tcf_positive_event_fraction,error
116,4943962669280765226,True,0.0012296357277988,8.74974974974975,0.2625,450.32997690278137,10.953692287696912,10.65455494779804,14.668166816681667,0.4166666666666667,446.05870383013985,4,0.75,
117,17661683038168291480,True,0.0008824302870777,12.925925925925926,0.1625,451.57372690278135,7.321352524390223,5.766996829057818,5.194819481948195,0.1130952380952381,445.33687643202,17,0.8235294117647058,
118,10504609351677198180,True,0.0009198839484741,13.87887887887888,0.1625,451.20497690278137,8.910378805384072,5.263955743775923,10.308130813081307,0.4166666666666667,444.5887974574559,9,0.8888888888888888,
119,14356782632173797811,True,0.0010203674247451,12.0990990990991,0.2125,452.06122690278136,9.917341931802456,7.0469322871748865,7.037403740374037,0.3660714285714285,444.4614214550439,13,0.8461538461538461,
120,1039698449827618609,True,0.0012862648751427,9.128128128128129,0.41875,443.8331019027813,9.320265307709183,5.8488290316588065,12.898389838983896,0.3660714285714285,451.10419338827415,5,0.8,
121,8650440048578442511,True,0.0012366268584438,10.963963963963964,0.2125,452.41747690278135,10.5964876211934,9.859883482877756,10.926992699269928,0.3154761904761904,452.7475598668521,6,1.0,
122,191386128823992596,True,0.0009519037396499,6.101101101101101,0.2625,446.29872690278137,9.613407357369733,7.105356990988497,10.22972297229723,0.3660714285714285,449.01331019048706,9,0.7777777777777778,
123,3777494950480780056,True,0.001241556990596,11.986986986986986,0.2625,444.58622690278133,8.708056283567622,7.517007381194346,5.291429142914291,0.3154761904761904,447.9286676092072,17,0.8235294117647058,
124,15421119182597553286,True,0.0009451424224621,9.702702702702702,0.3125,452.14872690278133,8.646002335497206,5.381807485485178,14.052105210521052,0.1636904761904762,449.9757507430391,7,0.8571428571428571,
125,15760746323890626995,True,0.0013060574974718,12.7997997997998,0.2125,454.26122690278135,8.146696538174906,4.29290632163815,12.818581858185818,0.3660714285714285,452.5977592665725,6,0.6666666666666666,
126,7944656623974842239,True,0.0012093938190701,12.14114114114114,0.2625,453.32997690278137,9.8448450797046,9.526619850339229,13.552255225522552,0.3660714285714285,448.7124808038933,6,0.6666666666666666,
127,17237750161244512303,True,0.0011178538120897,14.36936936936937,0.0625,452.13622690278135,10.659634244355242,7.99671058899643,12.57075707570757,0.2142857142857142,454.05312014553186,5,0.8,
128,15149333224240881466,True,0.0009315980454679,14.08908908908909,0.2125,454.51122690278135,8.301884679700292,6.693537230432555,11.846884688468847,0.3660714285714285,453.18198319947015,8,0.75,
129,2472118456504774982,True,0.0011837721603243,11.81881881881882,0.2625,447.76122690278135,10.7217786892248,11.192036280648407,12.37893789378938,0.4166666666666667,445.13925690875226,8,0.75,
130,2726093262095502097,True,0.0009998752274075,13.066066066066066,0.1625,456.35497690278135,9.381534744522552,8.314893352241716,9.473647364736474,0.1130952380952381,446.92642752074954,9,0.6666666666666666,
131,9053020422426945560,True,0.0007122133923706,10.165165165165163,0.2625,447.16747690278135,8.82358401649019,5.04374500888897,10.165316531653165,0.4166666666666667,447.4522971919028,9,0.6666666666666666,
132,4937287580613147810,True,0.0009786750894099,11.3003003003003,0.2125,452.11747690278133,9.170751188164946,8.094542207143276,13.262426242624262,0.4166666666666667,446.5293963044673,7,0.7142857142857143,
133,15510622096187114687,True,0.0012391874608672,11.594594594594597,0.2625,446.57372690278135,8.801715489950082,7.855818312283312,13.191019101910191,0.3660714285714285,451.0759242352413,6,0.6666666666666666,
134,10995870170156582154,True,0.0009294756475225,12.56156156156156,0.0625,444.71122690278133,8.17681685846739,8.471602613711783,9.697669766976697,0.3154761904761904,445.577874731098,9,0.7777777777777778,
135,11804265472953344933,True,0.0009563612690762,11.272272272272271,0.1125,443.8799769027813,9.700681377569074,6.218699921825545,12.861986198619862,0.2648809523809524,448.5614856313853,7,0.7142857142857143,
136,12787398465941686533,True,0.0011533019701179,12.995995995995996,0.2125,453.4737269027813,11.48412741523766,13.147115335124935,11.167816781678168,0.1130952380952381,451.58124451599474,8,0.875,
137,6468128398725618811,True,0.001282704397383,12.44944944944945,0.2625,445.89247690278137,9.06446139765292,7.902070396894039,14.665366536653664,0.2648809523809524,449.5363668856913,7,0.8571428571428571,
138,7834232092460949139,True,0.0013267260307835,15.0,0.2125,455.70497690278137,12.409852259819615,10.998259922197086,11.589258925892588,0.4166666666666667,454.5218941732121,8,0.75,
139,15053913745897065554,True,0.0006713054237014,8.931931931931931,0.0625,444.99872690278136,7.605292612563717,5.698275091304682,10.14011401140114,0.3660714285714285,446.5870572392712,9,0.6666666666666666,
140,1828560289149312811,True,0.0014224743462181,10.66966966966967,0.2625,449.61747690278133,11.22628638427431,10.196591941680683,14.213121312131213,0.4166666666666667,456.942255709685,6,1.0,
141,3654334074196436864,True,0.001458401443401,12.827827827827829,0.2625,450.59247690278136,8.059311205174346,4.0390578792932,14.108110811081108,0.1636904761904762,456.2801486021459,5,0.6,
142,18349714230937942780,True,0.0010059569918733,13.192192192192191,0.1125,453.64872690278133,8.503392824879153,7.898187197632451,14.746574657465748,0.3154761904761904,449.45934438221826,7,1.0,
143,5887213086787964189,True,0.0011616390101814,13.92092092092092,0.2125,445.82997690278137,8.509082465468056,4.431797582304429,13.403840384038403,0.3154761904761904,453.8955230959024,7,0.7142857142857143,
